"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1994","7.640","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1993","7.504","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1992","7.351","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1991","7.244","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1990","7.099","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1989","7.064","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1988","6.962","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1987","6.856","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1986","6.826","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1985","6.693","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1984","6.575","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1983","6.432","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1982","6.192","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1981","6.038","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1980","5.852","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1979","5.704","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1978","5.569","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1977","5.540","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1976","5.413","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1975","5.304","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1974","5.163","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1973","5.096","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1972","4.944","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1971","4.844","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","Early-demographic dividend","EAR","1970","4.835","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2022","14.877","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2021","14.699","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2020","14.468","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2019","14.276","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2018","14.065","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2017","13.944","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2016","13.834","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2015","13.752","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2014","13.620","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2013","13.467","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2012","13.280","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2011","13.097","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2010","12.925","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2009","12.723","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2008","12.449","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2007","12.241","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2006","11.939","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2005","11.689","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2004","11.475","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2003","11.161","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2002","10.927","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2001","10.686","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","2000","10.480","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1999","10.186","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1998","9.879","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1997","9.729","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1996","9.398","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1995","9.145","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1994","8.945","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1993","8.830","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1992","8.786","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1991","8.745","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1990","8.709","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1989","8.855","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1988","8.885","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1987","8.778","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1986","8.666","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1985","8.396","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1984","8.134","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1983","8.010","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1982","7.856","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1981","7.903","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1980","7.873","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1979","8.074","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1978","8.255","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1977","8.063","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1976","7.696","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific","EAS","1975","7.387","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2022","14.745","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2021","14.548","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2020","14.315","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2019","14.104","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2018","13.899","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2017","13.744","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2016","13.620","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2015","13.529","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2014","13.385","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2013","13.217","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2012","13.022","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2011","12.829","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2010","12.649","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2009","12.427","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2008","12.137","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2007","11.915","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2006","11.595","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2005","11.318","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2004","11.097","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2003","10.769","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2002","10.528","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2001","10.281","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","2000","10.068","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1999","9.774","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1998","9.460","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1997","9.329","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1996","9.055","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1995","8.791","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1994","8.583","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1993","8.488","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1992","8.446","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1991","8.387","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1990","8.343","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1989","8.484","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1988","8.549","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1987","8.408","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1986","8.274","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1985","7.977","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1984","7.671","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1983","7.525","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1982","7.388","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1981","7.447","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1980","7.437","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1979","7.679","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1978","7.897","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1977","7.712","female"
"Expected years of schooling, female","SE.SCH.LIFE.FE","East Asia & Pacific (excluding high income)","EAP","1976","7.347","female"
